"artist","song","text","songID","Popular"
"Demi Lovato","Wonderful Christmas Time","La la da, ta da!  
The mood is right, the spirit's up  
We're here tonight and that's enough  
Simply having a wonderful Christmas time  
Simply having a wonderful Christmas time  
The party's on, the feeling's here  
That only comes this time of year  
Simply having a wonderful Christmas time  
Simply having a wonderful Christmas time  
The choir of children sing their song  
They practiced all year long!  
Ding-dong, ding-dong, ding-dong, ding-dong  
La la la la la, la la la la la  
Yeah  
Simply having a wonderful Christmas time  
(Christmas time!)  
Simply having a wonderful Christmas time  
The word is out about the town  
To lift a glass and don't look down!  
Simply having a wonderful Christmas time  
Simply having a wonderful Christmas time  
Simply having a wonderful Christmas time  
Simply having a wonderful Christmas time  

",652,1
"Devo","Timing X","She was walking all alone  
Down the street, in the alley  
Her name was Sally  
I never touched her  
  
She never saw it  
When she was hit by space junk  
She was [?] by space junk  
She was [?] by space junk  
  
In New York, Miami Beach  
Heavy metal fell in Cuba  
Angola, Saudi Arabia  
On Christmas Eve said Nomad  
  
A Soviet sputnik hit Africa  
India, in Venezuela, in Texas, Kansas  
It's falling fast Peru too  
It keeps coming, it keeps coming, it keeps coming  
  
And now, I'm mad about space junk  
I'm all burned out about space junk  
Ooh, walk and talk about space junk  
It smashed my baby's head, space junk  
And now my Sally's dead, space junk

",653,0
"Don McLean","O Little Town Of Bethlehem","O little town of Bethlehem  
How still we see thee lie  
Above thy deep and dreamless sleep  
The silent stars go by  
  
Yet in thy dark streets shineth  
The everlasting light  
The hopes and fears of all the years  
Are met in thee tonight  
  
For Christ is born of Mary  
And gathered all above  
While mortals sleep, the angels keep  
Their watch of wondering love  
  
O morning stars together  
Proclaim the holy birth  
And praises sing to God the King  
And peace to men on earth  
  
Yet in thy dark streets shineth  
The everlasting light  
The hopes and fears of all the years  
Are met in thee tonight  
  
O holy Child of Bethlehem  
Descend to us we pray  
Cast out our sin and enter in  
Be born in us today  
  
We hear the Christmas Angels  
The great glad tidings see  
For born to us in Bethlehem  
Is Jesus Christ the King  
  
Born to us in Bethlehem  
Is Jesus Christ the King

",654,0
"Donna Summer","Christmas Is Here","Christmas is here  
Snowflakes filling the air  
People rushing past every display  
  
No time for napping  
There's buying and then wrapping  
The gifts to be given away  
  
Sparkling lights  
All the dazzling sights  
Christmas trees loaded with joy  
  
Hearts full of giving  
Children are living  
For what could be their favorite toy  
  
Christmas is here  
Christmas is here  
It's a wonderful time of the year  
Christmas is here  
Christmas is here  
It's a wonderful, wonderful, wonderful time of the year  
  
Families together  
No matter the weather  
Feasting and fun is the goal  
  
Grandma is making  
Sugar cookies are baking  
To warm up the body and soul  
  
Full decoration  
In anticipation of times  
Marked with laughter and cheer  
And day long awaited  
And much celebrated  
Christmas is finally here  
  
Christmas is here  
It's a wonderful time of the year  
Christmas is here  
Christmas is here  
It's a wonderful, wonderful, wonderful time of the year  
  
A festive occasion  
A welcome invasion  
Of carolers filling the air  
Song of rejoicing  
And everyone voicing  
A story of hope we all share  
  
Christmas is here  
Christmas is here  
It's wonderful time of the year  
Christmas is here  
Christmas is here  
It's a wonderful, wonderful, wonderful time of the year  
Christmas is here  
It's a wonderful, wonderful, wonderful time of the year  
  
Christmas is finally here

",655,0
"Donna Summer","Christmas Spirit","Everyone gather near  
And I'll tell you a story that you'll love  
Ooh it's christmas time  
The season's right  
The season's right  
And all around the world we celebrate the birth of Christ  
He came to bring us peace  
He came to bring us everything that we need  
To set us free  
Oh I long to feel that christmas spirit in my heart  
Oh I long to feel that christmas spirit in my heart  
As a child I still recall  
Well christmas was my favorite season of them all  
Oh my heart was filled with child night praise  
And I hope there is you know it  
Why the savior came  
He came to bring us peace  
He came to bring us everything that we need  
To set us free  
Now I long to feel that christmas spirit in my heart  
Yes I long to feel that christmas spirit in my heart  
So turn your heart throbs in  
And let God grow within  
Not to destroy  
The greatest gift I've known  
He came to earth to bring love  
To show us love  
He came to bring us peace  
He came to bring us joy  
He came to bring us everything  
Have faith if we believe  
The gift that we receive  
Is like that love and everything  
The greatest gift I've known  
He came to earth to bring love  
He came to bring us everything  
Still l long to feel that christmas spirit in my heart  
Yes I long to feel that christmas spirit in my heart  
Now I long to feel that christmas spirit in my heart  

",656,0
"Donna Summer","I'll Be Home For Christmas","I'm dreaming tonight  
Of a place that I love  
Even more than I usually do  
  
And although I know  
It's a long road back  
I promise you  
  
I'll be home for Christmas  
You can count on me  
Please have snow  
And mistletoe  
And presents under the tree  
  
Christmas eve will find me  
Where the love light gleams  
And I'll be home for Christmas  
If only in my dreams  
  
Please have snow  
And mistletoe  
And presents under the tree  
  
Christmas eve will find me  
Where the love light gleams  
And I'll be home for Christmas  
If only in my dreams  
If only in my dreams

",657,0
"Donna Summer","Lamb Of God","[Spoken:]  
After Jesus was born in Bethlehem in Judea  
During the time of king Herod  
Wise men from de east came to Jerusalem and asked  
""""where is the one who is born king of the Jews?  
We saw his star in the east and we have come to worship him""""  
  
Lord we have traveled far  
Torn and weary guided by your star  
There before us the living king  
Hallelujah his praises sing  
  
Herod with a evil plan  
Kill the babies  
Came his bold command  
He tried to alter god's holy plan  
God has saved him  
The son of man  
  
Behold the lamb of god  
The mighty king of god  
The chosen one of god  
Behold the lamb of god  
The mighty king of love  
The chosen one of god  
  
Three kings from a distance come  
Bearing gifts for the only one  
Shout to heaven sound the drum  
Tell the nations  
The lord has come  
  
Behold the lamb of god  
The mighty king of god  
The chosen one of god  
Behold the lamb of god  
The mighty king of love  
The chosen one of god  
  
He came to bring us his peace  
He came to bring us his joy  
To bring us love  
  
Behold the lamb of god  
The mighty king of god  
The chosen one of god  
  
Behold the lamb of god  
The mighty king of god  
The precious lamb of god  
  
Behold the lamb of god  
The mighty king of god  
The chosen one of god  
  
[Spoken:]  
And so the wise men the shepherds  
The ox and the lamb  
The angels above  
All rejoiced at god's command  
As a star shine from heaven  
This new king to adorn  
On that very first christmas  
When Jesus Christ was born

",658,0
"Donna Summer","The Christmas Song","Chestnuts roasting on an open fire  
Jack frost nipping at your nose  
Yuletide carols being sung by a choir  
And folks dresses up like Eskimos  
  
Everybody knows a turkey and some mistletoe  
Help to make the season bright  
Tiny tots with their eyes all aglow  
Will find it hard to sleep tonight  
  
They know that Santa's on his way  
He's loaded lots of toys and goodies on his sleigh  
And every mother's child is gonna spy  
To see if reindeer really know how to fly  
  
And so I'm offering this simple phrase  
To kids from one to ninety-two  
Although it's been said  
Many times many ways  
""""Merry Christmas""""  
  
Every mother's child is gonna spy  
To see if reindeer really know how to fly  
  
And so I'm offering this simple phrase  
To kids from one to ninety-two  
Although it's been said  
Many times many ways  
""""Merry Christmas""""  
""""Merry Christmas""""  
""""Merry Christmas to you""""

",659,1
"Doors","My Wild Love","My wild love went ridin'  
She rode all the day  
She wrote to the devil  
And asked him to pay  
The devil was wiser  
It's time to repent  
He asked her to give back  
The money she spent  
My wild love went ridin'  
She rode to the sea  
She gathered together  
Some shells for her head  
She rode and she rode on  
She rode for a while  
Then stopped for an evenin'  
And lay her head down  
She rode on to Christmas  
She rode to the farm  
She rode to Japan  
And we entered a town  
By this time the river  
Had changed one degree  
She asked for the people  
To let her go free  
My wild love is crazy  
She screams like a bird  
She moans like a cat  
When she wants to be heard  
My wild love went ridin'  
She rode for an hour  
She rode and she rested  
And then she rode on  
Ride, c'mon

",660,0
"Doris Day","Here Comes Santa Claus","Here comes Santa Claus,  
Here comes Santa Claus,  
Right down Santa Claus Lane,  
Vixen and Blitzen and all his reindeer  
Pullin' on the reins.  
Bells are ringin', children singin',  
All is merry and bright.  
So hang your stockings and say your prayers,  
'Cause Santa Claus comes tonight.  
Here comes Santa Claus,  
Here comes Santa Claus,  
Right down Santa Claus Lane,  
He's got a bag that's filled with toys  
For boys and girls again.  
Hear those sleigh bells jingle jangle,  
Oh what a beautiful sight,  
So jump in bed, and cover your head,  
'Cause Santa Claus comes tonight.  
[musical interlude]  
Here comes Santa Claus,  
Here comes Santa Claus,  
Right down Santa Claus Lane,  
He'll come around when chimes ring out,  
It's Christmas time again.  
Peace on earth will come to all,  
If we just follow the light,  
So let's give thanks to the Lord above  
'Cause Santa Claus comes tonight.  
Here comes Santa Claus,  
Here comes Santa Claus,  
Right down Santa Claus Lane,  
Vixen and Blitzen and all his reindeer  
Pullin' on the reins.  
Bells are ringin', children singin',  
All is merry and bright,  
So jump in bed, and cover your head,  
'Cause Santa Claus comes tonight.  
[musical interlude]  
Peace on earth will come to all,  
If we just follow the light,  
So let's give thanks to the Lord above  
'Cause Santa Claus comes tonight,  
So let's give thanks to the Lord above  
'Cause Santa Claus comes tonight.  

",661,0
"Doris Day","I Ll Be Home For Christmas","I'll be home this Christmas  
This time for sure  
To have and hold you baby  
Hold you in my arms  
  
I'll be home this Christmas  
This time for sure  
I'll be there to comfort you  
Hold you for ever more  
  
Lovin' you so tenderly  
Oh just you wait and see  
My heart will be for ever more  
Yours till eternity  
  
I'll be home this Christmas  
For sure this time  
You're everything I dreaming of  
I'll be home this Christmas time  
  
I'll be home this Christmas  
This time for sure  
To have and hold you baby  
Forever this Christmas time  
  
You're everything I dreaming of  
I'll be home this Christmas time  
Forever this Christmas time  
I'll be home this Christmas time

",662,0
"Doris Day","Silver Bells","City sidewalks, busy sidewalks  
Dressed in holiday style  
In the air there's a feeling of Christmas  
  
Children laughing, people passing  
Meeting smile after smile  
And on every street corner you hear  
  
Silver bells, silver bells  
It's Christmas time in the city  
Ring-a-ling, hear them ring  
Soon it will be Christmas day  
  
Strings of street lights, even stop lights  
Blink a bright red and green  
As the shoppers rush home with their treasures  
  
Hear the snow crunch, see the kids bunch  
This is Santa's big scene  
And above all the bustle you hear  
  
Silver bells, silver bells  
It's Christmas time in the city  
Ring-a-ling, hear them ring  
Soon it will be Christmas day  
  
Silver bells, silver bells  
It's Christmas time in the city  
Ring-a-ling, hear them ring  
Soon it will be Christmas day  
(Ding, dong, ding, dong, ding)

",663,1
"Drake","Dreams Money Can Buy","Don't f-ck with me, don't f-ck with me  
Don't f-ck with me, don't f-ck with me  
  
[Drake - Verse 1]  
I got car money, fresh start money  
I want Saudi money, I want art money  
I want women to cry and pour out their heart for me  
And tell me how much they hate it when they apart from me  
Yeh, and lately I do bitches the meanest  
Tell em I love em and don't ever mean it  
We go on dates I send the Maybach out the neighbourhoods, they never seen it  
That shit is dangerous but it so convenient  
I aint lying, yeah  
And comfortable I sit  
That manual Ferrari Italian, some fly shit  
It's sittin' at the house like I bought it in '9-6  
Cause honestly I'm too f-cking busy to drive stick  
I swear, too f-cking busy, too busy f-cking  
This nigga girl, but to me she wasn't  
Been hot before they open doors for me  
Preheated oven, I'm in this so  
But I aint finished though  
It's been a minute though  
My newest girl back home, got issues with parents  
And some charges, how the f-ck can I get her to Paris  
Luckilly, I'm the greatest my country's ever seen  
So chances are I get the border to issue me clearance  
Dreams money can buy  
Everybody yelled surprised I wasn't surprised  
That's only cause I been waitin' on it, nigga  
So f-ck whoever hatin on a nigga  
Of course  
  
Don't f-ck with me, don't f-ck with me  
  
Don't, don't f-ck with me, don't f-ck with me  
Don't, don't f-ck with me, don't f-ck with me  
Don't, don't f-ck with me, don't f-ck with me  
Don't...  
  
Food from India, she in Charlotte Olympia's  
We talked music for hours she never mentioned ya  
Can't tell you how much I love when niggas think they got it  
And I love the fact that line made 'em think about it  
Ymcmb these niggas make it so hard to be friendly when I know part of it's
envy  
Tryna fill the shoes, nigga so far these are empty  
I take 'em off in the house because the throw carpets are Fendi  
Ohh, I never seen the car you claim to drive  
Shit I seen it, you just aint inside  
And I feel like lately I went from top 5 to remaining 5  
My favourite rappers either lost it or they aint alive  
And they tryna bring us down me, Weezy and Stunna  
We stayed up, Christmas lights in the middle of summer  
And if the girl standing next to me got a fat ass  
Then I'll probably give her my number  
Yeah, I throw my dollars up high  
And they land on the stage, dance on  
We got company coming over  
Would it kill you to put some pants on  
Dreams money can buy  
They told me it's like a high, it wasn't a lie  
Yeah, just have some good p-ssy waiting on a nigga  
And f-ck whoever hatin' on a nigga  
  
Don't f-ck with me, don't f-ck with me  
Don't, don't f-ck with me, don't f-ck with me  
Don't, don't f-ck with me, don't f-ck with me  
Don't, don't f-ck with me, don't f-ck with me  
Don't...

",664,0
"Drake","How About Now","That's what I'm talking about though, like you changed up  
You don't even fucking link nobody no more, you just dashing away like a Taxi  
Yo, you cheesed me dog  
  
[Verse:]  
Always felt like my vision been bigger than the bigger picture  
Crazy how you gotta wait until it's dark out to see who really with you  
Crazy how even when it miss ya, shit'll come back around and get ya  
Crazy like all my niggas, crazy like all my niggas  
Remember I deleted all my other girls numbers out the phone for you?  
Remember when you had to take the bar exam, I drove in the snow for you  
You probably don't remember half the shit a nigga did for you  
  
[Hook:]  
Ya, you ain't really fuck with me way back then girl, how bout now?  
Cause I'm up right now and you suck right now  
Aw, you thought you had it all figured out back then girl, how bout now?  
Cause I'm up right now and you suck right now  
You thought the little effort that you put in was enough girl, how bout now?  
Girl how bout now? How bout now girl?  
What about now girl? How bout now?  
  
[Verse 2:]  
Always been daddy's little angel  
I bought your dad a bunch of shit for Christmas, he ain't even say thank you  
I had no money, left from back when I was focused on the music  
I used to always try and burn you cds of my new shit  
You be like """"who's this?""""  
I be like """"me, girl.""""  
You be like """"oh word, true shit?""""  
Then ask if we could listen to Ludacris  
And car rides made me feel like I was losing it  
Yeah, made me feel I have it like that  
Like I was average like that  
Started drinking way more than I used to  
People form habits like that, girl  
Yeah, man enough to tell you I was hurt that year  
I'm not even Christian I still went to church that year, guess  
I just had to pretend that year  
I ain't even see my friends that year  
Places that I should've been  
You ain't really fucked with me way back then but  
  
[Hook:]  
Ya, you ain't really fuck with me way back then girl, how bout now?  
Cause I'm up right now and you suck right now  
Aw, you thought you had it all figured out back then girl, how bout now?  
Cause I'm up right now and you suck right now  
You thought the little effort that you put in was enough girl, how bout now?  
Girl how bout now? How bout now girl?  
What about now girl? How bout now?

",665,0
"Drake","Redemption","[Intro]  
Yeah, I get it  
I get it  
Yeah  
  
[Verse 1]  
Why would I say all these things to have you feelin' a way?  
Why would I tell you I'm 30 away if I'm not on the way?  
Why do I settle for women that force me to pick up the pieces?  
Why do I want an independent woman to feel like she needs me?  
I lost my way  
  
[Chorus]  
I'm searchin' for these words to say to you  
Please give me time  
Cause I'm searchin' for these words to say to you  
Oh please give me time  
Cause I'm searchin' for these words to say to you right now  
Redemption's on your mind when you think about me  
Yeah  
Redemption's on your mind when you think about me  
Yeah  
  
[Verse 2]  
Run your mouth, I'd rather listen to someone else  
I gave your nickname to someone else  
I know you're seein' someone that loves you  
And I don't want you to see no one else  
I don't want you here with no one else  
I don't wanna do this with no one else  
I used to know you back when you was young  
Your brother brought me through, you saw me  
That made me think of you so differently  
I miss the feeling of you missing me  
But you say you're over and done with me  
Aw yeah, yeah, yeah  
Aw yeah, yeah, yeah  
  
[Chorus]  
Now redemption's on your mind when you think about me  
Aw yeah, yeah, yeah  
Redemption's on your mind when you think about me  
Aw yeah, yeah, yeah  
Redemption's on your mind when you think about me  
Aw, please give me time  
Cause I'm searchin' for these words to say to you right now, yeah  
  
[Verse 3]  
Say to you  
But 80 percent of it was the truth, yeah  
Say to you  
A Mercedes coupe that you're still drivin' was for me and you  
Girl, really gon' spend the winter with this other nigga?  
Act like he's really the one to get through it with you  
Clicked up with Jessica, Kim, you know that I'm bound to see you  
And they both say that you're over and done with me  
Aw yeah, yeah, yeah  
Aw yeah, yeah, yeah  
  
[Chorus]  
They say redemption's on your mind when you think about me  
Yeah, aww yeah, yeah, yeah  
Redemption's on your mind when you think about me  
Aw yeah, yeah, yeah  
Redemption's on your mind when you  
Aw please give me time  
Cause I'm searchin' for these words to say to you right now  
  
[Verse 4]  
Damn, I'm not unrealistic with none of my women  
I tell them if they ain't with it then let's just forget it  
Relationships slowin' me down, they slow down the vision  
Guess I'm not in a position to deal with commitment  
Certain people need to tell me they're proud of me  
That mean a lot to me  
Not havin' closure, it take a lot out of me  
This year for Christmas I just want apologies  
Sydney gave up on me when I went missin'  
Syn had a baby and treated me different  
Erika sued me and opened a business  
Wonder if they wish it could've been different  
Wonder what they'd do put in my position  
I wonder, when my shit drop, do they listen?  
Wonder if they're second guessin' their decisions  
I hate the number 2, that shit is unforgiven  
Tryna satisfy everybody  
It's like they can't get enough  
Until enough is enough  
And then it's too much  
You tip the scale when I weigh my options  
West Palm girls are spoiled rotten  
Tiffany on you, you know you poppin'  
I'll kill somebody if they give you problems  
Master bedroom's where we get it poppin'  
Just ignore all the skeletons in my closet  
I'm a walkin' come-up, I'm a bank deposit  
Sell my secrets and get top dollar  
Sell my secrets for a Range Rover  
Opportunity and temptation  
They would sell my secrets for a tropical vacation  
Sell my secrets back to me if I was payin'  
Who's gonna save me when I need savin'?  
Since Take Care, I've been caretakin'  
But second chances, that ain't how you livin'  
Redemption on your mind, I'll never be forgiven  
  
[Outro]  
Yeah  
I know

",666,0
"Dusty Springfield","Goin' Back","I think I'm goin' back  
To the things I learned so well in my youth,  
I think I'm returning to  
The days when I was young enough to know the truth  
  
Now there are no games  
To only pass the time  
No more coloring books,  
No Christmas bells to chime  
But thinking young and growing older is no sin  
And I can play the game of life to win  
  
I can recall a time,  
When I wasn't afraid to reach out to a friend  
And now I think I've got  
A lot more than a skipping rope to lift  
  
Now there's more to do  
Than watch my sailboat glide  
Then everyday can be my magic carpet ride  
And I can play hide and seek with my fears,  
And live my life instead of counting my years  
  
Let everyone debate the true reality,  
I'd rather see the world the way it used to be  
A little bit of freedom, all we're left  
So catch me if you can  
I'm goin' back  
  
I can recall,  
I can remember  
  
I can recall,  
I can remember  
  
I can recall,  
I can remember

",667,0
"Eddie Cochran","I Want Elvis For Christmas","Well baby-baby-baby, baby-baby-baby, baby-baby-baby  
You ain't nothing but a reindeer, ooh barkin' all the time  
Ever since we heard you singin'  
Ever since we saw you swingin'  
Our hearts lit up like a Christmas tree  
So please-please Elvis, spend Christmas with me  
And if you won't  
You ain't nothing but a reindeer, ooh barkin' all the time  
Well if you ain't here for Christmas  
Then you ain't no friend of mine  
Baby-baby-baby, baby-baby-baby  
If only you could hear what we're sayin'  
If Santa Claus could hear us prayin'  
There isn't anything that we wouldn't pay  
If you could be here Elvis on Christmasday  
And if you won't  
I'll be so lonely baby, I'll be so lonely  
It's gonna be a great romance  
So don't be cruel and love me tender  
Don't give me those blue moon blues  
Come back baby, I wanna play house  
And I promise not to step on your blue suede shoes  
I want you, I need you, I love you  
There ain't nobody above you  
Won't you listen to my Yuletide plea  
And please-please Elvis, spend Christmas with me  
And if you won't  
You ain't nothing but a reindeer, barkin' all the time  
Well if you ain't here for Christmas  
Then you ain't no friend of mine  
So Elvis, spend Christmas with me

",668,0
"Electric Light Orchestra","Omnibus","There she is I'm sure I seen her  
Pushing in the queue to get to the front  
Join the ladies in my dream  
I know that nothing hurts you babe  
In my balance in a way  
  
Chorus  
  
Come and take a ride on my omnibus  
We could take you right to the terminus  
Don't forget your ticket if you want to ride  
(catching a ride)  
If you want to go inside  
  
Just a dud their hansom falter [?]  
Harem on a bus flies over the top  
... Jeans  
Lock up your daughters  
  
Just too late to save the day  
Ring my bell and turn away  
  
Chorus  
  
Sweet silver meadows  
Protect us from the rain  
Please never break  
Take us to the stars again  
Hear the ways for every where  
See my sleighs win the air  
  
Save the girls upstairs for later  
Now you wonder if I can manage them all  
Wrap them up in christmas paper  
Tell them they don't have to pay  
Ring my bell and turn away  
  
Chorus  
  
Omnibus ride  
Omnibus ride

",669,0
"Ella Fitzgerald","Christmas Island","Let's get away from sleigh bells  
Let's get away from snow  
Let's make a break some Christmas, dear  
I know the place to go  
  
How'd ya like to spend Christmas on Christmas Island?  
How'd ya like to spend the holiday away across the sea?  
How'd ya like to spend Christmas on Christmas Island?  
How'd ya like to hang a stocking on a great big coconut tree?  
  
How'd ya like to stay up late like the islanders do?  
Wait for Santa to sail in with your presents in a canoe  
If you ever spend Christmas on Christmas Island  
You will never stray for everyday  
Your Christmas dreams come true  
  
How'd ya like to stay up late like the islanders do?  
Wait for Santa to sail in with your presents in a canoe  
If you ever spend Christmas on Christmas Island  
You will never stray, for everyday  
Your Christmas dreams come true  
On Christmas Island your dreams come true

",670,0
"Ella Fitzgerald","Gee, Baby, Ain't I Good To You?","Love makes me treat you the way that I do  
Gee, baby, ain't I good to you?  
There's nothing in this world too good  
For a girl so good and true  
Gee, baby, ain't I good to you?  
  
Bought you a fur coat for Christmas  
A diamond ring  
A big Cadillac car, and everything  
What makes me treat you the way that I do?  
  
Gee, baby, ain't I good to you?  
Bought you a fur coat for Christmas  
A diamond ring  
A big Cadillac car, and everything  
What makes me treat you the way that I do?  
Gee, baby, ain't I good, to you?

",671,0
"Ella Fitzgerald","God Rest Ye Merry Gentlemen","God rest ye merry gentlemen  
Let nothing you dismay  
Remember Christ our savior  
Was born on Christmas day  
To save us all from Satan's power  
When we were gone astray  
Oh tidings of comfort and joy  
Comfort and joy  
Oh tidings of comfort and joy  
  
From God our heavenly father  
The blessed angel came  
And unto certain shepherds  
Brought tidings of the same  
How bad in Bethlehem was born  
The son of God by name  
Oh tidings of comfort and joy  
Comfort and joy  
Oh tidings of comfort and joy  
  
Now to the Lord sing praises  
All you with in this place  
And with true love and brotherhood  
Each other now embrace  
This holy tide of Christmas  
All ever that you can face  
Oh tidings of comfort and joy  
Comfort and joy  
Oh tidings of comfort and joy

",672,0
"Ella Fitzgerald","Good Morning Blues","Good morning blues, blues how do you do  
Good morning blues, blues how do you do  
Babe, I feel alright but I come to worry you  
  
Baby, it's Christmas time and I want to see Santa Claus  
Baby, it's Christmas time and I want to see Santa Claus  
Don't show me my pretty baby, I'll break all of the laws  
  
Santa Claus, Santa Claus, listen to my plea  
Santa Claus, Santa Claus, listen to my plea  
Don't send me nothing for Christmas but my baby back to me

",673,0
"Ella Fitzgerald","Happiness Is A Thing Called Joe","It seem like happiness is jus' a thing called Joe  
He got a smile that make the lilac want to grow  
He got a way that make the angels heave a sigh  
When they know little Joe's passing by  
  
Sometime the cabin gloomy and the table bare  
Soon he kiss me and it's Christmas everywhere  
Trouble fly away and life is easy go  
  
Does he love me good? That's all I has to know  
Seem like happiness is jus' a thing called Joe  
Seem like happiness is jus' a thing called Joe  
Little Joe, little Joe, little Joe

",674,0
"Ella Fitzgerald","Have Yourself A Merry Little Christmas","Have yourself a merry little christmas  
Let your heart be light  
Next year all our troubles will be  
Out of sight  
Have yourself a merry little christmas  
Make the yule-tide gay  
Next year all our troubles will be  
Miles away  
Once again as in olden days  
Happy golden days of yore  
Faithful friends who are dear to us  
Will be near to us once more  
Someday soon, we all will be together  
If the fates allow  
Until then, well have to muddle through somehow  
So have yourself a merry little christmas now

",675,1
"Ellie Goulding","Have Yourself A Merry Little Christmas","Have yourself a merry little Christmas  
Let your heart be light  
From now on your troubles will be out, of sight  
  
Have yourself a merry little Christmas  
Let the yuletide gay  
From now on your troubles will be miles away  
  
Here we are, as in olden days  
Happy golden days, of yore  
Faithful friends, who are dear to us  
Gather near to us, once more  
  
Someday soon, we all will be together  
If the fates allow  
Until then, we'll have to muddle through, somehow  
  
And have yourself a merry little Christmas, now

",676,1
"Elton John","Cold As Christmas","Music by elton john  
Lyrics by bernie taupin  
Available on the album too low for zero  
  
We still sit at separate tables  
And we sleep at different times  
And the warm wind in the palm trees  
Hasn't helped to change our minds  
  
It was the lure of the tropics  
That I thought might heal the scars  
Of a love burned out by silence  
In a marriage minus heart  
  
And I call the kids on the telephone  
Say there's something wrong out here  
It's july but it's cold as christmas  
In the middle of the year  
  
The temperature's up to ninety five  
But there's a winter look in your mother's eyes  
And to melt the tears there's a heat wave here  
So how come it's cold as christmas in the middle of the year  
  
I dreamed of love in a better climate  
And for what it's really worth  
I put faith in the star we followed  
To this caribbean surf  
  
But there's an icy fringe on everything  
And I cannot find the lines  
Where's the beauty in the beast we made  
Why the frost in the summertime

",677,0
"Elton John","Ho! Ho! Ho!","Music by elton john  
Lyrics by bernie taupin  
Released as a uk b-side in november, 1973  
  
Sitting here on christmas eve with a brandy in my hand  
Oh i've had a few too many and it's getting hard to stand  
I keep hearing noises from my fireplace  
I must be going crazy or the brandy's won the race  
  
And i keep hearing ho ho ho, guess who's here  
Your fat and jolly friend draws near  
Ho ho ho, surprise, surprise  
The bearded weirdy's just arrived  
  
  
Ho ho ho, guess who's here  
Your fat and jolly friend draws near  
Ho ho ho, surprise surprise  
The bearded wierdy's just arrived  
  
  
On my roof there's snorting sounds, and bells inside my head  
My vision's blurred with colour, and all he sees is red  
There's a pair of large sized wellies coming down my flue  
And the smell of burning rubber, oh is filling up the room

",678,0
"Elvis Costello","Battered Old Bird","The landlady's husband came up to town today  
Since he left them both ten years ago to serve the ministry  
The dark down road of his approach in constant rain was drenched  
The tenant's boy said """"How d'ya do"""" then swore in French  
Did you teach this little child these curses on my soul  
You should both be shut down in the coal-hole  
That's the way to treat a child who cries out in the night  
And a woman who teaches wrong from right  
  
[Chorus:]  
He's a Battered Old Bird  
And he's living up there  
There's a place where time stands still  
If you keep taking those little pink pills  
  
""""Hush your mouth you hypocrite""""  
His humour cut her deep  
The tight lipped leer of judgement  
That had seen her love desert her just like sleep  
""""Filthy words on children's lips are better, my dear spouse  
Then if I were to speak my mind about this house""""  
  
[Chorus:]  
  
On the first floor there are two old maids  
Each one wishing that the other was afraid  
And next door to them is a man so mild  
'Til he chopped off the head of a visitor's child  
He danced upon the bonfire  
Swallowed sleeping pills like dreams  
With a bottle of sweet sherry that everything redeems  
  
[Chorus:]  
  
And on the second floor is the Macintosh Man  
He's in his overcoats more than out of them  
And the typewriter's rattling all through the night  
He's burgundy for breakfast tight  
He says """"One day I'll throw away all of my cares  
And it is always Christmas in a cupboard at the top of the stairs""""  
  
[Chorus:]  
  
""""Well here's a boy if ever there was  
Who's going to do big things  
That's what they all say and that's how the trouble begins  
I've seen them rise and fall  
Been through their big deals and smalls  
He'd better have a dream that goes beyond four walls""""  
You think he should be sent outside playing with the traffic  
When pieces of him are already scattered in the attic

",679,0
"Elvis Presley","Here Comes Santa Claus","[Chorus]  
Here comes Santa Claus, here comes Santa Claus,  
Right down Santa Claus Lane.  
  
Vixen, Blitzen, all his reindeer  
Pulling on the reins.  
Bells are ringing, children singing,  
All is merry and bright.  
Hang your stockings and say a prayer,  
Cause Santa Claus comes tonight.  
  
[Chorus]  
  
He's got a bag that's filled with toys  
For boys and girls again.  
Hear those sleigh bells jingle jangle,  
What a beautiful sight.  
Jump in bed and cover up your head,  
Because Santa Claus comes tonight.  
  
Here comes Santa Claus, here comes Santa Claus,  
Riding down Santa Claus Lane.  
  
He doesn't care if you're a rich or poor boy,  
He loves you just the same.  
Santa knows that we're God's children,  
That makes everything right.  
Fill your hears with Christmas cheer,  
Cause Santa Claus comes tonight.  
  
[Chorus]  
  
He'll come around when the chimes ring out  
It's Christmas morn again.  
Peace on Earth will come to all  
If we just follow the light  
Let's give thanks to the Lord above,  
Cause Santa Claus comes tonight.  
  
Cause Santa Claus comes tonight.

",680,0
